account_code,hoa,account_code_description,receipt_or_payment,positive_or_negative,part
3201001519,320101001010119,Postal Directorate-Digital Equipment,Payment Side,Positive,Part I
3201001621,320101001010121,Postal Directorate-Materials and Supplies,Payment Side,Positive,Part I
3201001724,320101001010124,Postal Directorate-Fuels and Lubricants,Payment Side,Positive,Part I
5201019572,520100104710072,Postal Logistics Infra Project_Buildings & Structures,Payment Side,Positive,Part I
5201019674,520100104710074,Postal Logistics Infra Project_Furniture & Fixtures,Payment Side,Positive,Part I
5201017351,520100104690051,Infra Upgradation_PNOP-Motor vehicles,Payment Side,Positive,Part I
5201016778,520100101020078,Postal Network_Land_Bldgs_Land,Payment Side,Positive,Part I
5201016878,520100104610178,Cash Chest at Rural Branch Office_Land,Payment Side,Positive,Part I
8446024600,844600101360000,Surcharge (CD) for Intl Mail_Payments,Payment Side,Positive,Part III
8446006300,844600102370000,RCM -CGST PLI Services-Receipts,Receipt Side,Positive,Part III
8446006500,844600102370000,RCM -SGST PLI Services-Receipts,Receipt Side,Positive,Part III
8446006700,844600102370000,RCM - UTGST PLI Services-Receipts,Receipt Side,Positive,Part III
8446006900,844600102370000,RCM -CGST RPLI Services-Receipts,Receipt Side,Positive,Part III
8446007100,844600102370000,RCM -SGST RPLI Services-Receipts,Receipt Side,Positive,Part III
8446007300,844600102370000,RCM - UTGST RPLI Services-Receipts,Receipt Side,Positive,Part III
8781000100,878100101000000,Money Order_ Receipts,Receipt Side,Positive,Part III
8015003100,801502104000000,Investment Net PLI Fund in Other Investments-Receipts,Receipt Side,Positive,Part III
8446005100,844600102370000,RCM -CGST Courier Services-Receipts,Receipt Side,Positive,Part III
8446005200,844600102370000,RCM -CGST Courier Services-Payments,Payment Side,Positive,Part III
8446005300,844600102370000,RCM -SGST Courier Services-Receipts,Receipt Side,Positive,Part III
8446005400,844600102370000,RCM -SGST Courier Services-Payments,Payment Side,Positive,Part III
8446005500,844600102370000,RCM - UTGST Courier Services-Receipts,Receipt Side,Positive,Part III
8446005600,844600102370000,RCM - UTGST Courier Services-Payments,Payment Side,Positive,Part III
8446005700,844600102370000,RCM - CGST Banking & Finance Services-Receipts,Receipt Side,Positive,Part III
8446005800,844600102370000,RCM - CGST Banking & Finance Services-Payments,Payment Side,Positive,Part III
8446005900,844600102370000,RCM - SGST Banking & Finance Services-Receipts,Receipt Side,Positive,Part III
8446006000,844600102370000,RCM - SGST Banking & Finance Services-Payments,Payment Side,Positive,Part III
8446006100,844600102370000,RCM - UTGST Banking & Finance Services-Receipts,Receipt Side,Positive,Part III
8446007400,844600102370000,RCM - UTGST RPLI Services-Payments,Payment Side,Positive,Part III
8446007500,844600102370000,RCM -CGST Business Auxiliary Services Services-Receipts,Receipt Side,Positive,Part III
8446007600,844600102370000,RCM -CGST Business Auxiliary Services Services-Payments,Payment Side,Positive,Part III
8446007700,844600102370000,RCM -SGST Business Auxiliary Services Services-Receipts,Receipt Side,Positive,Part III
8446007800,844600102370000,RCM -SGST Business Auxiliary Services Services-Payments,Payment Side,Positive,Part III
8446007900,844600102370000,RCM - UTGST Business Auxiliary Services Services-Receipts,Receipt Side,Positive,Part III
8446008000,844600102370000,RCM - UTGST Business Auxiliary Services Services-Payments,Payment Side,Positive,Part III
8446008200,844600102380000,CGST TDS Courier Services-Payments,Payment Side,Positive,Part III
8446008300,844600102380000,SGST TDS Courier Services-Receipts,Receipt Side,Positive,Part III
8446008500,844600102380000,UTGST TDS Courier Services-Receipts,Receipt Side,Positive,Part III
8446008600,844600102380000,UTGST TDS Courier Services-Payments,Payment Side,Positive,Part III
8446008700,844600102380000,IGST TDS Courier Services-Receipts,Receipt Side,Positive,Part III
8446008800,844600102380000,IGST TDS Courier Services-Payments,Payment Side,Positive,Part III
8446008900,844600102380000,CGST TDS Banking & Finance Services-Receipts,Receipt Side,Positive,Part III
8446009000,844600102380000,CGST TDS Banking & Finance Services-Payments,Payment Side,Positive,Part III
8446009100,844600102380000,SGST TDS Banking & Finance Services-Receipts,Receipt Side,Positive,Part III
8446009200,844600102380000,SGST TDS Banking & Finance Services-Payments,Payment Side,Positive,Part III
8446009300,844600102380000,UTGST TDS Banking & Finance Services-Receipts,Receipt Side,Positive,Part III
8446009400,844600102380000,UTGST TDS Banking & Finance Services-Payments,Payment Side,Positive,Part III
8446009500,844600102380000,IGST TDS Banking & Finance Services-Receipts,Receipt Side,Positive,Part III
8446009600,844600102380000,IGST TDS Banking & Finance Services-Payments,Payment Side,Positive,Part III
8011000800,801100103000000,EDAGIS_Contributions,Receipt Side,Positive,Part III
8446009700,844600102380000,CGST TDS PLI Services-Receipts,Receipt Side,Positive,Part III
8446009800,844600102380000,CGST TDS PLI Services-Payments,Payment Side,Positive,Part III
8446009900,844600102380000,SGST TDS PLI Services-Receipts,Receipt Side,Positive,Part III
8446010000,844600102380000,SGST TDS PLI Services-Payments,Payment Side,Positive,Part III
8446010100,844600102380000,UTGST TDS PLI Services-Receipts,Receipt Side,Positive,Part III
8446010200,844600102380000,UTGST TDS PLI Services-Payments,Payment Side,Positive,Part III
8446010300,844600102380000,IGST TDS PLI Services-Receipts,Receipt Side,Positive,Part III
8446010400,844600102380000,IGST TDS PLI Services-Payments,Payment Side,Positive,Part III
8446010500,844600102380000,CGST TDS RPLI Services-Receipts,Receipt Side,Positive,Part III
8446010600,844600102380000,CGST TDS RPLI Services-Payments,Payment Side,Positive,Part III
8446010700,844600102380000,SGST TDS RPLI Services-Receipts,Receipt Side,Positive,Part III
8446010800,844600102380000,SGST TDS RPLI Services-Payments,Payment Side,Positive,Part III
8446010900,844600102380000,UTGST GST RPLI Services-Receipts,Receipt Side,Positive,Part III
8446011000,844600102380000,UTGST GST RPLI Services-Payments,Payment Side,Positive,Part III
8446011100,844600102380000,IGST TDS RPLI Services-Receipts,Receipt Side,Positive,Part III
8446011200,844600102380000,IGST TDS RPLI Services-Payments,Payment Side,Positive,Part III
8446011300,844600102380000,CGST TDS Business Auxiliary Services Services-Receipts,Receipt Side,Positive,Part III
8446011400,844600102380000,CGST TDS Business Auxiliary Services Services-Payments,Payment Side,Positive,Part III
8446011500,844600102380000,SGST TDS Business Auxiliary Services Services-Receipts,Receipt Side,Positive,Part III
8446011600,844600102380000,SGST TDS Business Auxiliary Services Services-Payments,Payment Side,Positive,Part III
8446011700,844600102380000,UTGST TDS Business Auxiliary Services Services-Receipts,Receipt Side,Positive,Part III
8446011800,844600102380000,UTGST TDS Business Auxiliary Services Services-Payments,Payment Side,Positive,Part III
8446011900,844600102380000,IGST TDS Business Auxiliary Services Services-Receipts,Receipt Side,Positive,Part III
8446012000,844600102380000,IGST TDS Business Auxiliary Services Services-Payments,Payment Side,Positive,Part III
2016000711,201600102010411,P & T Audit Office-Domestic Travel Expenses,Payment Side,Positive,Part I
2016000812,201600102010412,P & T Audit Office-Foreign Travel Expenses,Payment Side,Positive,Part I
2016000913,201600102010413,P & T Audit Office-Office Expenses,Payment Side,Positive,Part I
2016001014,201600102010414,P & T Audit Office-RRT,Payment Side,Positive,Part I
2016001116,201600102010416,P & T Audit Office-Printing and Publication,Payment Side,Positive,Part I
2016001218,201600102010418,P & T Audit Office-Rent for Others,Payment Side,Positive,Part I
2016001319,201600102010419,P & T Audit Office-Digital Equipment,Payment Side,Positive,Part I
2016001424,201600102010424,P & T Audit Office-Fuels and Lubricants,Payment Side,Positive,Part I
2016001526,201600102010426,P & T Audit Office-Advertising and Publicity,Payment Side,Positive,Part I
2016001627,201600102010427,P & T Audit Office-Minor Civil and Electrical Works,Payment Side,Positive,Part I
2016001728,201600102010428,P & T Audit Office-Professional Services,Payment Side,Positive,Part I
2016001829,201600102010429,P & T Audit Office-Repair & Maintenance,Payment Side,Positive,Part I
2016001931,201600102010431,P & T Audit Office-Grants-in-Aid General,Payment Side,Positive,Part I
2016002301,201600102010401,Recovery of P & T Audit-Salaries Paid in the Current FY,Receipt Side,Negative,Part I
2016002405,201600102010405,Recovery of P & T Audit -Rewards Paid in the Current FY,Receipt Side,Negative,Part I
2016002506,201600102010406,Recovery of P & T Audit -Med.Trt Paid in the Current FY,Receipt Side,Negative,Part I
2016002607,201600102010407,Recovery of P & T Audit-Allowances Paid in the Current FY,Receipt Side,Negative,Part I
2016002708,201600102010408,Recovery of P & T Audit Office-LTC Paid in the Current FY,Receipt Side,Negative,Part I
2016002811,201600102010411,Recovery of P & T Audit Office-DTE Paid in the Current FY,Receipt Side,Negative,Part I
2016002912,201600102010412,P & T Audit Office-FTE Paid in the Current FY,Receipt Side,Negative,Part I
2016000101,201600102010401,P & T Audit Office-Salaries,Payment Side,Positive,Part I
2016000202,201600102010402,P & T Audit Office-Wages,Payment Side,Positive,Part I
2016000305,201600102010405,P & T Audit Office-Rewards,Payment Side,Positive,Part I
2016000406,201600102010406,P & T Audit Office-Medical Treatment,Payment Side,Positive,Part I
2016000507,201600102010407,P & T Audit Office-Allowances,Payment Side,Positive,Part I
2016000608,201600102010401,P & T Audit Office-LTC,Payment Side,Positive,Part I
5201018174,520100104670074,Upgradation of FPOs & SFPOs_IRGB Scheme_Furniture & Fixtures,Payment Side,Positive,Part I
5201018374,520100104700074,Marketing Function of DoP (Scheme)-Furniture & Fixtures,Payment Side,Positive,Part I
5201018472,520100104680072,Philately Museum Upgradation(Scheme)_Buildings & Structures,Payment Side,Positive,Part I
5201019173,520100101020073,Buildings -Estates Management_Infrastructural Assets,Payment Side,Positive,Part I
5201019276,520100101020076,Buildings -Estates Management_Procurement pf Heritage Assets,Payment Side,Positive,Part I
8016012600,801605102050000,Bonus Payment- RPLI GramPriya Policies,Payment Side,Positive,Part III
8011000900,801100103000000,GDSGIS_Contributions,Receipt Side,Positive,Part III
8016000500,801601104000000,PLI interset income on Loans to the PLI policy holders,Receipt Side,Positive,Part III
1201018600,120100200220100,Aadhaar Other Biometric/Demography Updation_Cont.Cust,Receipt Side,Positive,Part I
9449000600,4903900010200,Refund-Interest on Motor Cars Advance,Payment Side,Negative,Part I
8446008100,844600102380000,CGST TDS Courier Services-Receipts,Receipt Side,Positive,Part III
1201001700,120100101120100,PRC e-post services.,Receipt Side,Positive,Part I
8446024400,844600101360000,Customs Duty (Delivery Duty Paid) - Refunds,Payment Side,Positive,Part III
8455000200,845500101020000,Deposits(Receipt) from IPPB Customers,Receipt Side,Positive,Part III
8455000300,845500101020000,Withdrawals(Payments) by IPPB Customers,Payment Side,Positive,Part III
8455000600,845500101030100,Amount Recievable from IPPB for direct debiting IPPB account,Payment Side,Positive,Part III
8455000800,845500101040100,Amount Receivable from IPPB for Bharat QR Code Transaction,Payment Side,Positive,Part III
8016008400,801605102040000,Bonus RPLI Anticipated EA Policies,Payment Side,Positive,Part III
8016008500,801605102050000,Bonus to RPLI Children Policies,Payment Side,Positive,Part III
8016008600,801606101010100,Payment of PLI incentive to Development officers,Payment Side,Positive,Part III
8016008700,801606101010200,Payment of PLI incentive/commission to field officers,Payment Side,Positive,Part III
8016008800,801606101010300,Payment of PLI commission to agents/BPMs/SPMsâ€¦etc,Payment Side,Positive,Part III
8016009000,801606101010500,Advertisement and Publicity-PLI,Payment Side,Positive,Part III
8016009100,801606101010600,"Payment of PLI Incentive to IPOs,ASPs,SPOs,SSPOs",Payment Side,Positive,Part III
8016009200,801606101020100,Payment of RPLI incentive to Development officers,Payment Side,Positive,Part III
8016009300,801606101020200,payment of RPLI incentive/commission to field officers,Payment Side,Positive,Part III
8016009400,801606101020300,Payment of RPLI commission to agents/BPMs/SPMsâ€¦etc,Payment Side,Positive,Part III
8016009600,801606101020500,Advertisement and Publicity-RPLI,Payment Side,Positive,Part III
8016009700,801606101020600,"Payment of RPLI Incentive to IPOs,ASPs,SPOs,SSPOs",Payment Side,Positive,Part III
8016009800,801606102010100,Charges paid for actuarial services-PLI,Payment Side,Positive,Part III
8016010000,801606102010300,Pmt of Medical Examination fees and ancillary charges-PLI,Payment Side,Positive,Part III
8016010100,801606102020100,Charges paid for actuarial services-RPLI,Payment Side,Positive,Part III
8016010300,801606102020300,Pmt of Medical Examination fees and ancillary charges-RPLI,Payment Side,Positive,Part III
8016011800,801606106020000,Brokerage/comm to Brokers/agents of RPLI Funds,Payment Side,Positive,Part III
8016011900,801606107010100,Pay of Service Tax PLI,Payment Side,Positive,Part III
8016012000,801606107010500,Pay of other Levies and Taxes PLI,Payment Side,Positive,Part III
8016012100,801606107020100,Pay of Service Tax RPLI,Payment Side,Positive,Part III
8016012200,801606107020500,Pay of other Levies and Taxes RPLI,Payment Side,Positive,Part III
8014006500,801401103010100,PLI-CWLA Premium Receipts and Recoveries-Renwal Premium,Receipt Side,Positive,Part III
8014000900,801401104010100,PLI-EA Premium Receipts and Recoveries-First Year Premium,Receipt Side,Positive,Part III
8014006600,801401104010100,PLI-EA Premium Receipts and Recoveries-Renewal Premium,Receipt Side,Positive,Part III
8014001400,801401105010100,PLI-AEA Premium Receipts and Recoveries-First Year Premium,Receipt Side,Positive,Part III
8014006700,801401105010100,PLI-AEA Premium Receipts and Recoveries-Renewal Premium,Receipt Side,Positive,Part III
8014001800,801401106010100,PLI-JEA Premium Receipts and Recoveries-First Year Premium,Receipt Side,Positive,Part III
8014006800,801401106010100,PLI-JEA Premium Receipts and Recoveries-Renewal Premium,Receipt Side,Positive,Part III
8014002300,801401107010100,PLI-CP Premium Receipts and Recoveries-First Year Premium,Receipt Side,Positive,Part III
8014006900,801401107010100,PLI-CP Premium Receipts and Recoveries-Renewal Premium,Receipt Side,Positive,Part III
8014002900,801401108020000,Repayment and recovery of Loans from PLI-WLA Policy,Receipt Side,Positive,Part III
8014005700,801401108020000,Repayment and recovery of Loans from PLI-CWLA Policy,Receipt Side,Positive,Part III
8014005800,801401108020000,Repayment and recovery of Loans from PLI-EA Policy,Receipt Side,Positive,Part III
8014005900,801401108020000,Repayment and recovery of Loans from PLI-JEA Policy,Receipt Side,Positive,Part III
8016008900,801606101010400,Rebate on Advance payment of PLI Premium,Payment Side,Positive,Part III
8016009500,801606101020400,Rebate on Advance payment of RPLI Premium,Payment Side,Positive,Part III
8014003000,801402102010000,RPLI-WLA Premium receipts and recoveries-First Year Premium,Receipt Side,Positive,Part III
8014007000,801402102010000,RPLI-WLA Premium receipts and recoveries-Renewal Premium,Receipt Side,Positive,Part III
8014003400,801402103010000,RPLI-CWLA Premium Receipts and Recoveries First Year Premium,Receipt Side,Positive,Part III
8014007100,801402103010000,RPLI-CWLA Premium Receipts and Recoveries Renwal Premium,Receipt Side,Positive,Part III
8014003800,801402104010000,RPLI-EA Premium Receipts and Recoveries-First Year Premium,Receipt Side,Positive,Part III
8014007200,801402104010000,RPLI-EA Premium Receipts and Recoveries-Renewal Premium,Receipt Side,Positive,Part III
8014004700,801402107010000,RPLI-CP Premium Receipts and Recoveries-First Year Premium,Receipt Side,Positive,Part III
8014007900,801402107010000,RPLI-CP Premium Receipts and Recoveries-Renewal Premium,Receipt Side,Positive,Part III
8014005300,801402108020000,Repayments & Recovery of Loans from RPLI-WLA Policy,Receipt Side,Positive,Part III
8014006200,801402108020000,Repayments & Recovery of Loans from RPLI-CWLA Policy,Receipt Side,Positive,Part III
8014006300,801402108020000,Repayments & Recovery of Loans from RPLI-EA Policy,Receipt Side,Positive,Part III
8014008300,801401102010100,PLI-WLA Refund of Excess premium paid,Payment Side,Negative,Part III
8014008400,801401103010100,PLI-CWLA Refund of Excess premium paid,Payment Side,Negative,Part III
8671001600,867100102010000,HR to PLI- In transit,Receipt Side,Positive,Part III
8671001700,867100102010000,HR to PLI Cleared,Payment Side,Positive,Part III
8014008500,801401104010100,PLI-EA Refund of Excess premium paid,Payment Side,Negative,Part III
8014008600,801401105010100,PLI-AEA Refund of Excess premium paid,Payment Side,Negative,Part III
8014008700,801401106010100,PLI-JEA Refund of Excess premium paid,Payment Side,Negative,Part III
8014008800,801401107010100,PLI-CP Refund of Excess premium paid,Payment Side,Negative,Part III
8014008900,801402102010000,RPLI-WLA Refund of Excess premium paid,Payment Side,Negative,Part III
8014009000,801402103010000,RPLI-CWLA Refund of Excess premium paid,Payment Side,Negative,Part III
8014009100,801402104010000,RPLI-EA Refund of Excess premium paid,Payment Side,Negative,Part III
8661008300,866100101620100,CGST-Collection on PLI Services_Renewal Premium,Receipt Side,Positive,Part III
8661008400,866100101620300,SGST-Collection on PLI Services_Renewal Premium,Receipt Side,Positive,Part III
8661008500,866100101620500,UTGST-Collection on PLI Services_Renewal Premium,Receipt Side,Positive,Part III
8661008600,866100101620700,IGST-Collection on PLI Services_Renewal Premium,Receipt Side,Positive,Part III
8661008700,866100101621000,Remittance CGST-PLI Services_Renewal Premium,Payment Side,Negative,Part III
8661008800,866100101621100,Remittance SGST-PLI Services_Renewal Premium,Payment Side,Negative,Part III
8661008900,866100101621200,Remittance UTGST-PLI Services_Renewal Premium,Payment Side,Negative,Part III
8661009000,866100101621300,Remittance IGST-PLI Services_Renewal Premium,Payment Side,Negative,Part III
8661009100,866100101630100,CGST-Collection on RPLI Services_Renewal Premium,Receipt Side,Positive,Part III
8661009200,866100101630300,SGST-Collection on RPLI Services_Renewal Premium,Receipt Side,Positive,Part III
8661009500,866100101631000,Remittance CGST-RPLI Services_Renewal Premium,Payment Side,Negative,Part III
8661009600,866100101631100,Remittance SGST-RPLI Services_Renewal Premium,Payment Side,Negative,Part III
8661009700,866100101631200,Remittance UTGST-RPLI Services_Renewal Premium,Payment Side,Negative,Part III
8661009800,866100101631300,Remittance IGST-RPLI Services_Renewal Premium,Payment Side,Negative,Part III
8446015000,844600101360000,Initial Amount for PLI Proposal-Receipts,Receipt Side,Positive,Part III
8446015100,844600101360000,Initial Amount for PLI Proposal-Payments/Adjustments,Payment Side,Positive,Part III
8446015200,844600101360000,Initial Amount for RPLI Proposal-Receipts,Receipt Side,Positive,Part III
8446015300,844600101360000,Initial Amount for RPLI Proposal-Payments/Adjustments,Payment Side,Positive,Part III
8661001700,866100101620100,CGST-Collection on PLI Services_First Year Premium,Receipt Side,Positive,Part III
8661001800,866100101620300,SGST-Collection on PLI Services_First Year Premium,Receipt Side,Positive,Part III
8661001900,866100101620500,UTGST-Collection on PLI Services_First Year Premium,Receipt Side,Positive,Part III
8661002000,866100101620700,IGST-Collection on PLI Services_First Year Premium,Receipt Side,Positive,Part III
8661002100,866100101621000,Remittance CGST-PLI Services_First Year Premium,Payment Side,Negative,Part III
8661002200,866100101621100,Remittance SGST-PLI Services_First Year Premium,Payment Side,Negative,Part III
8661002300,866100101621200,Remittance UTGST-PLI Services_First Year Premium,Payment Side,Negative,Part III
8661002400,866100101621300,Remittance IGST-PLI Services_First Year Premium,Payment Side,Negative,Part III
8661002500,866100101630100,CGST-Collection on RPLI Services_First Year Premium,Receipt Side,Positive,Part III
8661002600,866100101630300,SGST-Collection on RPLI Services_First Year Premium,Receipt Side,Positive,Part III
8661002700,866100101630500,UTGST-Collection on RPLI Services_First Year Premium,Receipt Side,Positive,Part III
8661002800,866100101630700,IGST-Collection on RPLI Services_First Year Premium,Receipt Side,Positive,Part III
8661002900,866100101631000,Remittance CGST-RPLI Services_First Year Premium,Payment Side,Negative,Part III
8661003000,866100101631100,Remittance SGST-RPLI Services_First Year Premium,Payment Side,Negative,Part III
8661003100,866100101631200,Remittance UTGST-RPLI Services_First Year Premium,Payment Side,Negative,Part III
8661003200,866100101631300,Remittance IGST-RPLI Services_First Year Premium,Payment Side,Negative,Part III
9421000200,2100102090000,IT TDS from Insurance Commission under 194-D,Receipt Side,Positive,Part I
9421001500,2100102290000,IT TDS for Professional Services under 194-J,Receipt Side,Positive,Part I
9421001600,2100102090000,IT TDS from Insurance Commission under 194-DA,Receipt Side,Positive,Part I
8014009200,801402105010000,RPLI-AEA Refund of Excess premium paid,Payment Side,Negative,Part III
8014009300,801402107010000,RPLI-CP Refund of Excess premium paid,Payment Side,Negative,Part III
8014009400,801402106010000,RPLI-GP Refund of Excess premium paid,Payment Side,Negative,Part III
8446022100,844600101360000,Customs Duty (Delivery Duty Paid)_Collection Pending,Payment Side,Positive,Part III
8446022300,844600101360000,Customs Duty (Delivery Duty Paid) - Payments to Dest. Country,Payment Side,Positive,Part III
8014002700,801401107020400,PLI-CP Payment of Paidup Value Claim,Payment Side,Positive,Part III
8014000300,801401102020200,PLI-WLA payments-Surrender Values,Payment Side,Positive,Part III
8014000400,801401102020300,PLI- WLA-Payments- Maturity value,Payment Side,Positive,Part III
8014000600,801401103020100,PLI-CWLA Payments-Death Claim,Payment Side,Positive,Part III
8014000700,801401103020200,PLI- CWLA Premium Repymnt-Pymnt of Surrender Value,Payment Side,Positive,Part III
8014000800,801401103020300,PLI-CWLA Payments- Maturity value,Payment Side,Positive,Part III
8014001000,801401104020100,PLI-EA Payments-Death Claim,Payment Side,Positive,Part III
8014001100,801401104020200,PLI-EA Payment of Surrender Values,Payment Side,Positive,Part III
8014001200,801401104020300,PLI-EA Payment of Maturity claims,Payment Side,Positive,Part III
8014001300,801401104020400,PLI-EA Payment of Paidup Value Claim,Payment Side,Positive,Part III
8014001500,801401105020100,PLI-AEA Payments-Death Claim,Payment Side,Positive,Part III
8014001600,801401105020200,PLI-AEA Payment of Maturity claims,Payment Side,Positive,Part III
8014001700,801401105020300,PLI-AEA Payment of Paidup Value Claim,Payment Side,Positive,Part III
8014001900,801401106020100,PLI-JEA Payments-Death Claim,Payment Side,Positive,Part III
8014002000,801401106020200,PLI-JEA Payment of Surrender Value,Payment Side,Positive,Part III
8014002100,801401106020300,PLI-JEA Payment of Maturity claims,Payment Side,Positive,Part III
8014002200,801401106020400,PLI-JEA Payment of Paidup Value Claim,Payment Side,Positive,Part III
8014002400,801401107020100,PLI-CP Payments-Death Claim,Payment Side,Positive,Part III
8014002500,801401107020200,PLI-CP Payment of Surrender Value,Payment Side,Positive,Part III
8014002600,801401107020300,PLI-CP Payment of Maturity claims,Payment Side,Positive,Part III
8014002800,801401108010000,Payment of Loans to PLI-WLA Policy Holders,Payment Side,Positive,Part III
8014005400,801401108010000,Payment of Loans to PLI-CWLA Policy Holders,Payment Side,Positive,Part III
8014005500,801401108010000,Payment of Loans to PLI-EA Policy Holders,Payment Side,Positive,Part III
8014005600,801401108010000,Payment of Loans to PLI-JEA Policy Holders,Payment Side,Positive,Part III
8014003100,801402102020100,RPLI-WLA Payments-Death Claim,Payment Side,Positive,Part III
8014003200,801402102020200,RPLI-WLA Payment of Surrender Value,Payment Side,Positive,Part III
8014003300,801402102020300,RPLI WLA Payments- Maturity value,Payment Side,Positive,Part III
8014003500,801402103020100,RPLI-CWLA Payments-Death Claim,Payment Side,Positive,Part III
8014003600,801402103020200,RPLI-CWLA Payment of Surrender Value,Payment Side,Positive,Part III
8014003700,801402103020300,RPLI CWLA Payments- Maturity value,Payment Side,Positive,Part III
8014003900,801402104020100,RPLI-EA Payments-Death Claim,Payment Side,Positive,Part III
8014004000,801402104020200,RPLI-EA Payment of Surrender Value,Payment Side,Positive,Part III
8014004100,801402104020300,RPLI-EA Payment of Maturity claims,Payment Side,Positive,Part III
8014004200,801402104020400,RPLI-EA Prmium Repymnt-Pymnt of Paidup Value Claim,Payment Side,Positive,Part III
8014004400,801402105020100,RPLI-AEA Payments-Death Claim,Payment Side,Positive,Part III
8014004500,801402105020200,RPLI-AEA Payment of Maturity claim,Payment Side,Positive,Part III
8014004600,801402105020300,RPLI-AEA Payment of Paidup Value Claim,Payment Side,Positive,Part III
8014004800,801402107020100,RPLI-CP Payments-Death Claim,Payment Side,Positive,Part III
8014004900,801402107020200,RPLI-CPPayment of Surrender Value,Payment Side,Positive,Part III
8014005000,801402107020300,RPLI-CP Payment of Maturity claims,Payment Side,Positive,Part III
8014005100,801402107020400,RPLI-CP Payment of Paidup Value Claim,Payment Side,Positive,Part III
8014005200,801402108010000,Payment of Loans to RPLI-WLA Policy Holders,Payment Side,Positive,Part III
8014006000,801402108010000,Payment of Loans to RPLI-CWLA Policy Holders,Payment Side,Positive,Part III
8014006100,801402108010000,Payment of Loans to RPLI-EA Policy Holders,Payment Side,Positive,Part III
8014007600,801402106020100,RPLI-GP Payments-Death Claim,Payment Side,Positive,Part III
8014007700,801402106020200,RPLI-GP Payment of Maturity claim,Payment Side,Positive,Part III
8014007800,801402106020300,RPLI-GP Payment of Paidup Value Claim,Payment Side,Positive,Part III
8001001600,800100111000000,Senior Citizen Savings Scheme-Payments,Payment Side,Positive,Part III
8001001700,800100112010000,National Savings Scheme 1987-Receipts,Receipt Side,Positive,Part III
8008001345,800802101060045,Monthly Income Scheme Interest,Payment Side,Positive,Part III
8446001100,844600101200200,Wallet Credit_Contractual Customer,Receipt Side,Positive,Part III
8671002300,867100102010000,PLI to CBS Cleared,Payment Side,Positive,Part III
8008005016,800803104010016,Cost of printing of AAR Books,Payment Side,Positive,Part III
8008005116,800803104030016,Cost of printing of POSB Cheque Books,Payment Side,Positive,Part III
8008005216,800803104010016,Cost of printing of ASLAAS-5 Cards,Payment Side,Positive,Part III
8012000100,801200110010000,Special Deposits and Accounts CDS (ITP1963)-Receipts,Receipt Side,Positive,Part III
8001000300,800100105000000,Post Office Recurring Deposits -Receipts,Receipt Side,Positive,Part III
8001000400,800100105000000,Post Office Recurring Deposits -Payments,Payment Side,Positive,Part III
8001003200,800100114010200,PCMIS Account-Payments,Payment Side,Positive,Part III
8002000100,800200104010000,10 Year Defence Savings Certificates-Receipts,Receipt Side,Positive,Part III
8002000200,800200104010000,10 Year Defence Savings Certificates-Payments,Payment Side,Positive,Part III
8002000300,800200107010100,6 Year National Savings Certificates (VIII-Issue)-Receipts,Receipt Side,Positive,Part III
8002000400,800200107010100,6 Year National Savings Certificates (VIII-Issue)-Payments,Payment Side,Positive,Part III
8002000500,800200107010200,Kisan Vikas Patra-Receipts,Receipt Side,Positive,Part III
8002000600,800200107010200,Kisan Vikas Patra-Payments,Payment Side,Positive,Part III
8002000700,800200107010300,10 Year National Saving Certificates (IX Issue)-Receipts,Receipt Side,Positive,Part III
8002000800,800200107010300,10 Year National Saving Certificates (IX Issue)-Payments,Payment Side,Positive,Part III
8002000900,800200107010400,Kisan vikas patra-2014-Receipts,Receipt Side,Positive,Part III
8002001000,800200107010400,Kisan vikas patra-2014-Payments,Payment Side,Positive,Part III
8002001100,800200107020400,10 Year Social Secuirty Certificate-Receipts,Receipt Side,Positive,Part III
8002001200,800200107020400,10 Year Social Secuirty Certificate-Payments,Payment Side,Positive,Part III
8002001300,800200107020500,15 Year National Savings Certificate-Receipts,Receipt Side,Positive,Part III
8002001400,800200107020500,15 Year National Savings Certificate-Payments,Payment Side,Positive,Part III
8002001500,800200107020600,12 Year National Plan Savings Certificates-Receipts,Receipt Side,Positive,Part III
8002001600,800200107020600,12 Year National Plan Savings Certificates-Payments,Payment Side,Positive,Part III
8002001700,800200107020700,12 Year National Savings Certificates-Receipts,Receipt Side,Positive,Part III
8002001800,800200107020700,12 Year National Savings Certificates-Payments,Payment Side,Positive,Part III
8002001900,800200107020800,10 Year National Savings Certificates(I-Issue)-Receipts,Receipt Side,Positive,Part III
8002002000,800200107020800,10 Year National Savings Certificates(I-Issue)-Payments,Payment Side,Positive,Part III
8002002100,800200107020900,7 Year National Savings Certificates(I-Issue)-Receipts,Receipt Side,Positive,Part III
8002002200,800200107020900,7 Year National Savings Certificates(I-Issue)-Payments,Payment Side,Positive,Part III
8002002300,800200107021000,7 Year National Savings Certificates(II-Issue)-Receipts,Receipt Side,Positive,Part III
8002002400,800200107021000,7 Year National Savings Certificates(II-Issue)-Payments,Payment Side,Positive,Part III
1201004700,120100200050000,Post Boxes & Bags,Receipt Side,Positive,Part I
8002002500,800200107021100,7 Year National Savings Certificates(III-Issue)-Receipts,Receipt Side,Positive,Part III
8002002600,800200107021100,7 Year National Savings Certificates(III-Issue)-Payments,Payment Side,Positive,Part III
